LspServer.UnturnedAssetFileLspServer | Starting LSP server...
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didChange:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didChange:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didChange:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didChange:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didSave
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didSave
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didSave:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentSaveRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidSaveTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didSave request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didSave
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didSave
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didSave to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidSaveTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didSaveTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didSave in 1ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didSave in 1ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didChange:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/completion
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/completion
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/completion:LspServer.Handlers.KeyCompletionHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.KeyCompletionHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcRequestHandler`2[[OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022],[OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionList, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
